iter	RMSE
0	0.01810871881
1	0.01783413289
2	0.01756199453
3	0.01733869765
4	0.01708358689
5	0.01686849085
6	0.01665547107
7	0.01646019072
8	0.01624643643
9	0.01604362217
10	0.01584497314
11	0.01566395435
12	0.01549118203
13	0.01533343102
14	0.01519084543
15	0.01504780374
16	0.01491950645
17	0.01477968428
18	0.01466516097
19	0.01454780906
20	0.0144336623
21	0.01431903116
22	0.01421628932
23	0.01411174005
24	0.01400184025
25	0.01391354203
26	0.01382713963
27	0.01374511106
28	0.01366627121
29	0.01359449753
30	0.01350533785
31	0.013417556
32	0.01334849742
33	0.01328561462
34	0.01320795965
35	0.01313937266
36	0.01308717672
37	0.01303537418
38	0.01298461687
39	0.01293678116
40	0.01288442862
41	0.01282638427
42	0.01278866483
43	0.01275078321
44	0.01271087522
45	0.012662692
46	0.0126211568
47	0.01258620061
48	0.01253862423
49	0.01249345083
50	0.01246207542
51	0.01242514704
52	0.01238582434
53	0.01236116494
54	0.01233063201
55	0.01230751886
56	0.01227620951
57	0.01225462589
58	0.01221752958
59	0.01219711656
60	0.01217273861
61	0.01215376992
62	0.01212622687
63	0.012101759
64	0.01208488717
65	0.01206784143
66	0.01204696452
67	0.01202623335
68	0.01200825056
69	0.01198473923
70	0.01197198405
71	0.01194903993
72	0.01192790771
73	0.01191668548
74	0.01189513288
75	0.01187044986
76	0.01184850352
77	0.0118282207
78	0.01181529318
79	0.01180496501
80	0.01178811877
81	0.01177847729
82	0.01176777823
83	0.01175043779
84	0.01173960504
85	0.01172298191
86	0.01171143435
87	0.01169513396
88	0.01168127655
89	0.01167183649
90	0.01165461379
91	0.01164593713
92	0.01162713155
93	0.01161354771
94	0.01160275252
95	0.01158753405
96	0.01157724003
97	0.01156131633
98	0.01154637022
99	0.01153407072
100	0.01152506568
101	0.01151735777
102	0.01150176802
103	0.01149249573
104	0.0114821914
105	0.01147331788
106	0.01146438627
107	0.01144968078
108	0.01144238236
109	0.01142854145
110	0.01142309888
111	0.01141547425
112	0.01140410898
113	0.01139848586
114	0.01139394174
115	0.0113831614
116	0.01137270766
117	0.01136206916
118	0.01135446957
119	0.01134405271
120	0.01133779136
121	0.0113320216
122	0.01132152043
123	0.01131112452
124	0.01129993682
125	0.01128502101
126	0.01127432015
127	0.01126550947
128	0.01125645812
129	0.01124518623
130	0.01123993113
131	0.01123378184
132	0.0112263487
133	0.01121938037
134	0.01121379877
135	0.01120708377
136	0.01120044976
137	0.01118949573
138	0.01118101623
139	0.01116983987
140	0.01116266633
141	0.011154994
142	0.01114579763
143	0.01114067775
144	0.01113478951
145	0.01112917202
146	0.01112620811
147	0.01111943159
148	0.01110789201
149	0.01109840785
150	0.01109062888
151	0.01108320522
152	0.01107652178
153	0.01107014349
154	0.01105930848
155	0.01104885745
156	0.01104465814
157	0.01104091825
158	0.01103846833
159	0.01103143248
160	0.01102264196
161	0.01101793193
162	0.01101276699
163	0.0110086427
164	0.01100217586
165	0.01099423216
166	0.0109870739
167	0.01098248605
168	0.01097658907
169	0.01096806398
170	0.01096073226
171	0.0109560388
172	0.01095158689
173	0.01094299074
174	0.0109344485
175	0.01092860106
176	0.01092260538
177	0.01091569478
178	0.01091123823
179	0.01090692702
180	0.01090067318
181	0.01089402269
182	0.01088924164
183	0.01088654403
184	0.01088269239
185	0.01087828684
186	0.01086699911
187	0.01085940316
188	0.01085231477
189	0.01084721291
190	0.01084192879
191	0.01083794933
192	0.01083470692
193	0.01083174506
194	0.01082796917
195	0.01082314952
196	0.01081841015
197	0.01081192803
198	0.01080920315
199	0.01080152533
200	0.01079765936
201	0.01079439363
202	0.01078768606
203	0.01078176946
204	0.01077838931
205	0.01077497717
206	0.01077277141
207	0.01076676052
208	0.01076390231
209	0.01075748687
210	0.01075318881
211	0.01074417053
212	0.01074028589
213	0.01073770041
214	0.01073510353
215	0.01073267735
216	0.01072663007
217	0.01071913342
218	0.01071577341
219	0.01070800986
220	0.01070556111
221	0.01069985398
222	0.01069567561
223	0.01069345641
224	0.01068978392
225	0.01068529816
226	0.01068058949
227	0.01067753982
228	0.0106746385
229	0.01067245214
230	0.01066819055
231	0.0106657034
232	0.01065919008
233	0.01065183621
234	0.01064673019
235	0.01063822582
236	0.01063368403
237	0.01063188896
238	0.01062897411
239	0.01062600573
240	0.01062142091
241	0.01061297899
242	0.01060971017
243	0.01060646662
244	0.0106040961
245	0.01060071691
246	0.01059572808
247	0.01059012128
248	0.01058665334
249	0.01058256852
250	0.01057567985
251	0.01057051856
252	0.01056681981
253	0.01055749718
254	0.01055499051
255	0.01054783123
256	0.01054568108
257	0.01054207696
258	0.01053711353
259	0.01053176949
260	0.01052240458
261	0.01051951511
262	0.01051648506
263	0.01051385851
264	0.01050563855
265	0.01050306065
266	0.01049632906
267	0.01049326676
268	0.01048549909
269	0.01047592915
270	0.01047249545
271	0.01046922313
272	0.01046454674
273	0.01045588936
274	0.0104501209
275	0.01044640482
276	0.01044030902
277	0.01043076581
278	0.0104274141
279	0.01042277995
280	0.01041970294
281	0.01041685381
282	0.0104115869
283	0.01040882262
284	0.01040630716
285	0.01040042244
286	0.01039827216
287	0.01038680054
288	0.01038297959
289	0.01038075888
290	0.01037797512
291	0.01037445831
292	0.0103726968
293	0.01036968631
294	0.01036322375
295	0.01036035781
296	0.01035288287
297	0.01034956562
298	0.01034041708
299	0.01033428523
300	0.01033168052
301	0.01032193941
302	0.01031739906
303	0.01030814861
304	0.01030536176
305	0.01029726063
306	0.01029027761
307	0.01028541331
308	0.01027883181
309	0.0102766738
310	0.01027213781
311	0.01027067708
312	0.01026350437
313	0.01026066471
314	0.01025872671
315	0.01025613209
316	0.01025335851
317	0.01025132968
318	0.01024623051
319	0.01023975299
320	0.01023444404
321	0.01022956992
322	0.01022543674
323	0.01022046399
324	0.01021129954
325	0.01020824121
326	0.01020107077
327	0.01019764186
328	0.01019399573
329	0.01018463703
330	0.01017823373
331	0.01017374703
332	0.01017037632
333	0.0101635142
334	0.01015858897
335	0.01015255944
336	0.01014753112
337	0.01014270261
338	0.01013757972
339	0.01013162536
340	0.01012801004
341	0.0101223038
342	0.01011911388
343	0.01011642679
344	0.01010966258
345	0.01010303101
346	0.01010073818
347	0.01009442904
348	0.01009153475
349	0.01008692752
350	0.01008494049
351	0.01008246298
352	0.01007807558
353	0.01007453067
354	0.01007233718
355	0.01006742519
356	0.01006158213
357	0.01005985532
358	0.0100572236
359	0.0100527232
360	0.01005037201
361	0.01004356103
362	0.01004048324
363	0.01003596494
364	0.0100316378
365	0.01002715721
366	0.01002143336
367	0.01001881098
368	0.01001637825
369	0.01001069804
370	0.0100038824
371	0.009997315016
372	0.009993741804
373	0.009991079288
374	0.009985599871
375	0.009979787173
376	0.009972692292
377	0.009967981093
378	0.009963517106
379	0.009959182597
380	0.009956812848
381	0.009954193369
382	0.009949454738
383	0.00994626942
384	0.00994148609
385	0.009938765382
386	0.009933925969
387	0.00993219972
388	0.009928631833
389	0.009927150381
390	0.009924458278
391	0.009919278065
392	0.00991768711
393	0.009914211314
394	0.009911950772
395	0.009907728688
396	0.009905192761
397	0.009900527655
398	0.009896851128
399	0.00989242367
400	0.009889438295
401	0.009884638653
402	0.009881452364
403	0.009877381498
404	0.009874311623
405	0.009872086453
406	0.009867111822
407	0.00986401355
408	0.00986239928
409	0.009858370824
410	0.0098531183
411	0.009848147473
412	0.009840340799
413	0.009837461477
414	0.009833928076
415	0.009832114555
416	0.009830022594
417	0.009823175716
418	0.009820446323
419	0.009818198904
420	0.009812612398
421	0.0098093848
422	0.009807599168
423	0.009804915071
424	0.009800029928
425	0.009797364776
426	0.009795738041
427	0.009791393659
428	0.009787635996
429	0.009781132886
430	0.009778176362
431	0.009776074309
432	0.009768755682
433	0.009763405205
434	0.00975927652
435	0.009754694353
436	0.009752020946
437	0.009750211983
438	0.009744548084
439	0.009742929658
440	0.009741153921
441	0.009739065161
442	0.009735767598
443	0.009731156639
444	0.00972869893
445	0.009726183193
446	0.009724751295
447	0.009723088038
448	0.009720362767
449	0.009714861666
450	0.009709453884
451	0.00970509597
452	0.009702659615
453	0.009699609563
454	0.00969489633
455	0.009688386081
456	0.009686004151
457	0.009683563614
458	0.009681508479
459	0.009678347585
460	0.00967357452
461	0.009672046531
462	0.009669508682
463	0.009666034105
464	0.009662975429
465	0.009660701776
466	0.009655212658
467	0.009650005253
468	0.009647855778
469	0.009644612529
470	0.009641387445
471	0.009638686083
472	0.00963390723
473	0.009628917945
474	0.009623273589
475	0.009619442134
476	0.009616230174
477	0.009611662003
478	0.009608959156
479	0.009603699143
480	0.009601777475
481	0.009596620756
482	0.009594157028
483	0.009591744675
484	0.009584666916
485	0.009583331746
486	0.009581146053
487	0.009575520218
488	0.009573684163
489	0.00956718235
490	0.009563413113
491	0.00956003382
492	0.00955864011
493	0.009556472728
494	0.009554152561
495	0.009549773835
496	0.009546099503
497	0.009542554866
498	0.009538478687
499	0.009535911745
500	0.009530638313
501	0.009528361948
502	0.009525066605
503	0.009520747016
504	0.009517647196
505	0.009511777426
506	0.009509282386
507	0.009505683448
508	0.00950256955
509	0.009499372735
510	0.009498277672
511	0.009497270935
512	0.009494413446
513	0.009492464006
514	0.009487484028
515	0.009485724089
516	0.009482566788
517	0.009478914331
518	0.009475547305
519	0.009471716356
520	0.009469534728
521	0.009467590841
522	0.009464057344
523	0.009459457862
524	0.009457293247
525	0.009453465641
526	0.00945151592
527	0.009447195166
528	0.009444254955
529	0.009439692052
530	0.009437127565
531	0.009434739841
532	0.009432789306
533	0.009430053718
534	0.009428017164
535	0.009425108951
536	0.009423332683
537	0.009421461195
538	0.009418133843
539	0.009415573788
540	0.009411140687
541	0.009408640164
542	0.009407042374
543	0.009402277588
544	0.009400749029
545	0.00939787807
546	0.009395998797
547	0.009394661021
548	0.009391939778
549	0.009385432952
550	0.009382490512
551	0.009378788835
552	0.009375455737
553	0.009373951084
554	0.009372481683
555	0.009366312534
556	0.009361662424
557	0.009356114435
558	0.00935295884
559	0.009350032031
560	0.009348509531
561	0.009346329575
562	0.009342248912
563	0.009340639102
564	0.009338377817
565	0.009335895757
566	0.00933327007
567	0.009331542406
568	0.009328359849
569	0.009325809477
570	0.009323012972
571	0.009320643836
572	0.009319334097
573	0.009317096868
574	0.009314279508
575	0.009311922293
576	0.009308855744
577	0.009305826096
578	0.009303410639
579	0.009300410216
580	0.00929884555
581	0.009296743344
582	0.009293734315
583	0.009291034537
584	0.009286518346
585	0.00928501427
586	0.009281632701
587	0.009277928542
588	0.009275096623
589	0.009272695792
590	0.009270749291
591	0.009268033899
592	0.009264147249
593	0.009261135615
594	0.009258346537
595	0.00925551242
596	0.009252939274
597	0.009251443166
