iter	Passed	Remaining
0	2	250
1	7	354
2	10	331
3	12	289
4	13	262
5	15	245
6	18	244
7	21	252
8	24	243
9	25	230
10	27	220
11	29	212
12	31	210
13	34	212
14	38	215
15	40	212
16	41	204
17	43	197
18	44	191
19	46	185
20	48	181
21	53	188
22	55	187
23	58	184
24	60	180
25	63	179
26	68	184
27	71	183
28	73	180
29	76	179
30	79	177
31	84	180
32	87	177
33	88	172
34	90	168
35	92	164
36	94	161
37	99	162
38	102	159
39	104	157
40	106	153
41	107	148
42	109	144
43	113	144
44	115	141
45	117	138
46	119	134
47	121	131
48	123	128
49	126	126
50	128	123
51	131	120
52	133	118
53	135	115
54	137	112
55	140	110
56	144	109
57	146	105
58	148	102
59	149	99
60	152	97
61	153	94
62	155	91
63	158	88
64	160	86
65	162	83
66	164	80
67	166	78
68	167	75
69	169	72
70	170	69
71	173	67
72	175	64
73	177	62
74	178	59
75	180	57
76	182	54
77	184	52
78	186	49
79	190	47
80	193	45
81	195	42
82	197	40
83	199	37
84	201	35
85	202	33
86	206	30
87	208	28
88	210	25
89	211	23
90	212	21
91	214	18
92	215	16
93	217	13
94	221	11
95	222	9
96	225	6
97	227	4
98	230	2
99	234	0
