iter	Passed	Remaining
0	8	1688
1	14	1437
2	19	1266
3	23	1169
4	28	1115
5	34	1099
6	38	1069
7	45	1092
8	53	1133
9	63	1204
10	72	1253
11	83	1307
12	89	1284
13	101	1342
14	108	1334
15	115	1332
16	121	1303
17	128	1304
18	138	1321
19	148	1334
20	160	1368
21	168	1365
22	175	1347
23	182	1336
24	186	1304
25	194	1299
26	199	1280
27	209	1287
28	216	1276
29	221	1256
30	234	1275
31	242	1275
32	249	1263
33	260	1271
34	267	1262
35	278	1268
36	283	1246
37	291	1242
38	298	1233
39	307	1230
40	315	1222
41	323	1217
42	330	1207
43	336	1194
44	344	1185
45	350	1174
46	359	1169
47	371	1176
48	382	1179
49	390	1171
50	405	1183
51	410	1168
52	416	1155
53	424	1147
54	428	1129
55	435	1121
56	442	1110
57	448	1099
58	454	1085
59	458	1069
60	462	1053
61	470	1047
62	476	1035
63	486	1034
64	492	1022
65	499	1014
66	506	1005
67	510	990
68	522	991
69	526	976
70	533	968
71	540	960
72	545	949
73	555	946
74	562	937
75	570	931
76	574	918
77	583	912
78	593	908
79	600	900
80	605	889
81	618	890
82	622	878
83	631	871
84	635	859
85	640	848
86	654	849
87	663	844
88	670	836
89	676	826
90	681	816
91	687	806
92	701	806
93	710	800
94	718	794
95	724	784
96	732	778
97	737	767
98	746	761
99	752	752
100	763	748
101	768	737
102	777	732
103	783	723
104	791	715
105	798	708
106	805	700
107	810	690
108	817	682
109	825	675
110	833	667
111	841	660
112	846	651
113	850	641
114	862	637
115	873	632
116	958	680
117	965	670
118	972	661
119	976	650
120	984	642
121	999	638
122	1011	633
123	1022	626
124	1026	615
125	1032	606
126	1042	599
127	1051	591
128	1056	581
129	1061	571
130	1070	563
131	1077	554
132	1092	550
133	1103	543
134	1111	535
135	1120	527
136	1127	518
137	1135	510
138	1141	500
139	1147	491
140	1154	483
141	1159	473
142	1169	466
143	1175	456
144	1185	449
145	1194	441
146	1202	433
147	1207	424
148	1217	416
149	1223	407
150	1230	399
151	1238	391
152	1245	382
153	1251	373
154	1255	364
155	1263	356
156	1268	347
157	1276	339
158	1287	332
159	1299	324
160	1304	315
161	1310	307
162	1314	298
163	1319	289
164	1331	282
165	1336	273
166	1350	266
167	1356	258
168	1364	250
169	1368	241
170	1377	233
171	1381	224
172	1385	216
173	1399	209
174	1414	202
175	1424	194
176	1431	186
177	1436	177
178	1442	169
179	1447	160
180	1451	152
181	1459	144
182	1464	136
183	1472	128
184	1480	120
185	1487	111
186	1494	103
187	1505	96
188	1513	88
189	1524	80
190	1530	72
191	1540	64
192	1548	56
193	1558	48
194	1563	40
195	1571	32
196	1576	24
197	1587	16
198	1593	8
199	1603	0
