iter	Passed	Remaining
0	2	200
1	3	175
2	4	159
3	8	205
4	11	218
5	13	212
6	15	204
7	17	195
8	18	185
9	19	176
10	21	176
11	25	190
12	28	190
13	30	185
14	32	184
15	34	179
16	35	172
17	39	179
18	42	179
19	43	175
20	45	172
21	47	167
22	48	162
23	49	157
24	51	154
25	55	157
26	57	156
27	60	154
28	61	150
29	62	146
30	64	143
31	65	139
32	68	138
33	71	138
34	74	137
35	75	134
36	76	130
37	77	127
38	79	123
39	81	121
40	83	119
41	86	119
42	88	117
43	90	114
44	91	112
45	92	109
46	94	106
47	96	104
48	98	102
49	101	101
50	103	99
51	104	96
52	106	94
53	107	91
54	108	88
55	110	86
56	111	84
57	112	81
58	116	80
59	118	78
60	119	76
61	120	74
62	122	71
63	123	69
64	125	67
65	127	65
66	130	64
67	134	63
68	136	61
69	138	59
70	140	57
71	142	55
72	143	53
73	146	51
74	149	49
75	152	48
76	154	46
77	156	44
78	158	42
79	159	39
80	163	38
81	165	36
82	167	34
83	168	32
84	170	30
85	171	27
86	173	25
87	174	23
88	178	22
89	180	20
90	182	18
91	183	15
92	185	13
93	187	11
94	188	9
95	189	7
96	191	5
97	195	3
98	197	1
99	199	0
