iter	Passed	Remaining
0	3	300
1	6	329
2	9	298
3	13	325
4	15	293
5	17	272
6	18	251
7	20	234
8	21	221
9	23	210
10	25	205
11	29	215
12	31	212
13	33	208
14	37	210
15	39	206
16	44	218
17	48	219
18	51	218
19	52	211
20	54	205
21	57	203
22	59	200
23	61	195
24	63	191
25	65	186
26	66	181
27	68	176
28	70	171
29	72	170
30	75	168
31	77	165
32	79	160
33	80	156
34	82	152
35	83	148
36	85	145
37	87	142
38	90	141
39	92	139
40	94	135
41	95	132
42	97	129
43	98	125
44	100	122
45	102	119
46	105	119
47	107	116
48	109	114
49	111	111
50	113	109
51	115	106
52	117	103
53	120	102
54	123	100
55	125	98
56	127	96
57	130	94
58	132	92
59	138	92
60	141	90
61	143	88
62	146	86
63	150	84
64	157	84
65	160	82
66	162	80
67	166	78
68	169	75
69	171	73
70	172	70
71	174	67
72	176	65
73	177	62
74	178	59
75	180	57
76	186	55
77	188	53
78	190	50
79	192	48
80	194	45
81	198	43
82	200	41
83	202	38
84	204	36
85	205	33
86	207	30
87	208	28
88	210	25
89	213	23
90	216	21
91	218	18
92	219	16
93	221	14
94	222	11
95	224	9
96	225	6
97	228	4
98	231	2
99	233	0
