iter	Passed	Remaining
0	2	203
1	4	215
2	6	220
3	8	207
4	10	198
5	11	187
6	13	179
7	14	170
8	16	163
9	18	162
10	20	167
11	22	165
12	24	161
13	26	159
14	28	159
15	29	155
16	31	151
17	32	149
18	35	151
19	37	149
20	39	149
21	41	147
22	43	144
23	44	142
24	47	141
25	50	144
26	53	143
27	55	142
28	56	138
29	58	135
30	59	133
31	61	130
32	63	128
33	67	130
34	70	130
35	73	130
36	75	128
37	77	126
38	80	125
39	85	127
40	87	125
41	88	122
42	90	119
43	91	116
44	92	113
45	95	111
46	99	111
47	102	111
48	105	109
49	106	106
50	108	104
51	110	102
52	114	101
53	116	99
54	119	97
55	121	95
56	122	92
57	127	92
58	132	91
59	135	90
60	137	88
61	140	85
62	142	83
63	145	81
64	147	79
65	149	76
66	150	74
67	151	71
68	153	69
69	155	66
70	158	64
71	160	62
72	162	60
73	165	57
74	166	55
75	168	53
76	169	50
77	171	48
78	173	46
79	176	44
80	178	41
81	179	39
82	180	37
83	182	34
84	184	32
85	185	30
86	186	27
87	190	25
88	192	23
89	195	21
90	197	19
91	200	17
92	202	15
93	205	13
94	207	10
95	208	8
96	210	6
97	212	4
98	214	2
99	216	0
